name,idx
Microbacterium phage Golden,2417
Microbacterium phage Eleri,2418
Microbacterium phage Hamlet,2419
Escherichia phage vB_EcoM-UFV13,242
Microbacterium phage Ilzat,2420
Microbacterium phage Koji,2421
Microbacterium phage McGalleon,2422
Microbacterium phage MonChoix,2423
Microbacterium phage Neferthena,2424
Microbacterium phage Pikmin,2425
Microbacterium phage Schubert,2426
Microbacterium phage Teagan,2427
Streptomyces phage R4,2428
Streptomyces phage phiHau3,2429
Escherichia phage vB_EcoM_JS09,243
Mycobacterium phage Aeneas,2430
Mycobacterium phage Abrogate,2431
Mycobacterium phage Alsfro,2432
Mycobacterium phage Alvin,2433
Mycobacterium phage Ariel,2434
Mycobacterium phage Barriga,2435
Mycobacterium phage CASbig,2436
Mycobacterium phage DD5,2437
Mycobacterium phage Dreamboat,2438
Mycobacterium phage Edtherson,2439
Escherichia phage vB_EcoM_PhAPEC2,244
Mycobacterium phage Gompeii16,2440
Mycobacterium phage Graduation,2441
Mycobacterium phage HanShotFirst,2442
Mycobacterium phage Lamina13,2443
Mycobacterium phage Makemake,2444
Mycobacterium phage Nerujay,2445
Mycobacterium phage Nhonho,2446
Mycobacterium phage Papez,2447
Mycobacterium phage Pari,2448
Mycobacterium phage PattyP,2449
Escherichia phage wV7,245
Mycobacterium phage Pepe,2450
Mycobacterium phage PhrostyMug,2451
Mycobacterium phage Pinto,2452
Mycobacterium phage Redno2,2453
Mycobacterium phage RidgeCB,2454
Mycobacterium phage Rufus,2455
Mycobacterium phage SarFire,2456
Mycobacterium phage Seabiscuit,2457
Mycobacterium phage SkiPole,2458
Mycobacterium phage Solon,2459
Klebsiella phage JD18,246
Mycobacterium phage Switzer,2460
Mycobacterium phage Tasp14,2461
Mycobacterium phage TheloniousMonk,2462
Mycobacterium phage Trouble,2463
Mycobacterium phage Turj99,2464
Mycobacterium phage U2,2465
Mycobacterium phage Violet,2466
Mycobacterium virus BBPiebs31,2467
Mycobacterium virus JC27,2468
Mycobacterium virus Lesedi,2469
Klebsiella phage KP15,247
Mycobacterium virus Museum,2470
Mycobacterium phage MiaZeal,2471
Mycobacterium phage ArcherS7,2472
Mycobacterium phage Alice,2473
Mycobacterium phage Astraea,2474
Mycobacterium phage Breeniome,2475
Mycobacterium phage Bxz1,2476
Mycobacterium phage Cali,2477
Mycobacterium phage Catera,2478
Mycobacterium phage Dandelion,2479
Klebsiella phage KP27,248
Mycobacterium phage ET08,2480
Mycobacterium phage Gizmo,2481
Mycobacterium phage HyRo,2482
Mycobacterium phage LinStu,2483
Mycobacterium phage Lukilu,2484
Mycobacterium phage MoMoMixon,2485
Mycobacterium phage Myrna,2486
Mycobacterium phage Nappy,2487
Mycobacterium phage Pleione,2488
Mycobacterium phage Rizal,2489
Klebsiella phage Marfa,249
Mycobacterium phage ScottMcG,2490
Mycobacterium phage Sebata,2491
Mycobacterium phage Spud,2492
Mycobacterium phage Tonenili,2493
Rhodococcus phage E3,2494
Mycobacterium phage Bernal13,2495
Mycobacterium phage Gaia,2496
Mycobacterium phage Archie,2497
Mycobacterium phage Bongo,2498
Mycobacterium phage Bruin,2499
Roseobacter phage RDJL Phi 1,25
Klebsiella phage Matisse,250
Mycobacterium phage Contagion,2500
Mycobacterium phage Crossroads,2501
Mycobacterium phage DrDrey,2502
Mycobacterium phage Dumbo,2503
Mycobacterium phage Dusk,2504
Mycobacterium phage Gardann,2505
Mycobacterium phage Goku,2506
Mycobacterium phage HufflyPuff,2507
Mycobacterium phage Lilac,2508
Mycobacterium phage Lolly9,2509
Klebsiella phage Miro,251
Mycobacterium phage Mindy,2510
Mycobacterium phage Minerva,2511
Mycobacterium phage Murphy,2512
Mycobacterium phage Nala,2513
Mycobacterium phage NelitzaMV,2514
Mycobacterium phage PegLeg,2515
Mycobacterium phage PhatBacter,2516
Mycobacterium phage Phaux,2517
Mycobacterium phage Phrux,2518
Mycobacterium phage Quink,2519
Klebsiella phage PKO111,252
Mycobacterium phage Rey,2520
Mycobacterium phage SirDuracell,2521
Mycobacterium phage Snenia,2522
Mycobacterium phage Thibault,2523
Mycobacterium phage Toto,2524
Mycobacterium phage Wanda,2525
Mycobacterium phage Whirlwind,2526
Mycobacterium virus Bron,2527
Mycobacterium virus Faith1,2528
Mycobacterium phage Bobi,2529
Klebsiella phage vB_KpnM_KpV477,253
Mycobacterium phage Brocalys,2530
Mycobacterium phage Cabrinians,2531
Mycobacterium phage CaptainTrips,2532
Mycobacterium phage Catdawg,2533
Mycobacterium phage Cerasum,2534
Mycobacterium phage Dante,2535
Mycobacterium phage Hades,2536
Mycobacterium phage Job42,2537
Mycobacterium phage Kimberlium,2538
Mycobacterium phage Ovechkin,2539
Klebsiella phage vB_Kpn_F48,254
Mycobacterium phage Phatniss,2540
Mycobacterium phage PopTart,2541
Mycobacterium phage Quico,2542
Mycobacterium phage Saal,2543
Mycobacterium phage Seagreen,2544
Mycobacterium phage Shauna1,2545
Mycobacterium phage ShiLan,2546
Mycobacterium phage SiSi,2547
Mycobacterium phage Sparkdehlily,2548
Mycobacterium phage WIVsmall,2549
Morganella phage vB_MmoM_MP1,255
Mycobacterium phage Wee,2550
Mycobacterium phage XFactor,2551
Mycobacterium virus Ibhubesi,2552
Mycobacterium virus Mozy,2553
Mycobacterium phage Butters,2554
Mycobacterium phage Panchino,2555
Mycobacterium phage Phrann,2556
Mycobacterium phage Redi,2557
Mycobacterium phage Dylan,2558
Vibrio phage VvAW1,2559
Pectobacterium bacteriophage PM2,256
Pelagibacter phage HTVC010P,2560
Polaribacter phage P12002L,2561
Propionibacterium phage ATCC29399B_T,2562
Propionibacterium phage ATCC29399B_C,2563
Propionibacterium phage Attacne,2564
Propionibacterium phage BruceLethal,2565
Propionibacterium phage Enoki,2566
Propionibacterium phage Keiki,2567
Propionibacterium phage Kubed,2568
Propionibacterium phage Lauchelly,2569
Proteus phage vB_PmiM_Pm5461,257
Propionibacterium phage Moyashi,2570
Propionibacterium phage MrAK,2571
Propionibacterium phage Ouroboros,2572
Propionibacterium phage P1.1,2573
Propionibacterium phage P100D,2574
Propionibacterium phage P100_1,2575
Propionibacterium phage P100_A,2576
Propionibacterium phage P101A,2577
Propionibacterium phage P104A,2578
Propionibacterium phage P105,2579
Salmonella phage Melville,258
Propionibacterium phage P9.1,2580
Propionibacterium phage PA1-14,2581
Propionibacterium phage PA6,2582
Propionibacterium phage PAC1,2583
Propionibacterium phage PHL009M11,2584
Propionibacterium phage PHL010M04,2585
Propionibacterium phage PHL025M00,2586
Propionibacterium phage PHL030N00,2587
Propionibacterium phage PHL037M02,2588
Propionibacterium phage PHL041M10,2589
Salmonella phage STML-198,259
Propionibacterium phage PHL055N00,2590
Propionibacterium phage PHL060L00,2591
Propionibacterium phage PHL067M01,2592
Propionibacterium phage PHL067M10,2593
Propionibacterium phage PHL070N00,2594
Propionibacterium phage PHL071N05,2595
Propionibacterium phage PHL082M00,2596
Propionibacterium phage PHL082M03,2597
Propionibacterium phage PHL085N00,2598
Propionibacterium phage PHL092M00,2599
Roseobacter phage RDJL Phi 2,26
Salmonella phage STP4-a,260
Propionibacterium phage PHL095N00,2600
Propionibacterium phage PHL111M01,2601
Propionibacterium phage PHL112N00,2602
Propionibacterium phage PHL113M01,2603
Propionibacterium phage PHL114L00,2604
Propionibacterium phage PHL116M00,2605
Propionibacterium phage PHL117M00,2606
Propionibacterium phage PHL117M01,2607
Propionibacterium phage PHL132N00,2608
Propionibacterium phage PHL141N00,2609
Salmonella phage vB_SnwM_CGG4-1,261
Propionibacterium phage PHL150M00,2610
Propionibacterium phage PHL151M00,2611
Propionibacterium phage PHL151N00,2612
Propionibacterium phage PHL152M00,2613
Propionibacterium phage PHL163M00,2614
Propionibacterium phage PHL171M01,2615
Propionibacterium phage PHL179M00,2616
Propionibacterium phage PHL194M00,2617
Propionibacterium phage PHL199M00,2618
Propionibacterium phage PHL301M00,2619
Serratia phage CHI14,262
Propionibacterium phage PHL308M00,2620
Propionibacterium phage Pacnes 2012-15,2621
Propionibacterium phage Pirate,2622
Propionibacterium phage Procrass1,2623
Propionibacterium phage QueenBey,2624
Propionibacterium phage SKKY,2625
Propionibacterium phage Solid,2626
Propionibacterium phage Stormborn,2627
Propionibacterium phage Wizzo,2628
Propionibacterium phage B22,2629
Serratia phage Muldoon,263
Propionibacterium phage Doucette,2630
Propionibacterium phage E6,2631
Propionibacterium phage G4,2632
Propionibacterium phage PFR1,2633
Propionibacterium phage PFR2,2634
Pseudoalteromonas phage H105/1,2635
Pseudomonas phage SM1,2636
Pseudomonas phage MD8,2637
Pseudomonas phage PMBT3,2638
Pseudomonas phage Lana,2639
Serratia phage PS2,264
Vibrio phage SHOU24,2640
Xanthomonas phage Xp15,2641
Vibrio phage SIO-2,2642
Rhizobium phage RHEph10,2643
Pseudomonas phage nickie,2644
Vibrio phage CHOED,2645
Synechococcus phage S-CBS1,2646
Synechococcus phage S-CBS3,2647
Rhodococcus phage Sleepyhead,2648
Rhodococcus phage Weasels2,2649
Shigella phage SHBML-50-1,265
Rhodococcus phage Trina,2650
Streptomyces phage Annadreamy,2651
Streptomyces phage BillNye,2652
Streptomyces phage Blueeyedbeauty,2653
Streptomyces phage Comrade,2654
Streptomyces phage Gilson,2655
Streptomyces phage Jay2Jay,2656
Streptomyces phage Karimac,2657
Streptomyces phage LukeCage,2658
Streptomyces phage Mildred21,2659
Shigella phage SHFML-11,266
Streptomyces phage NootNoot,2660
Streptomyces phage Paradiddles,2661
Streptomyces phage Peebs,2662
Streptomyces phage Samisti12,2663
Streptomyces phage StarPlatinum,2664
Streptomyces phage Wofford,2665
Streptomyces phage Yaboi,2666
Thalassomonas phage BA3,2667
Stenotrophomonas phage S1,2668
Shewanella sp. phage 1/44,2669
Shigella phage SHFML-26,267
Staphylococcus phage phiPVL-CN125,2670
Staphylococcus phage tp310-3,2671
Streptococcus phage phiARI0460-1,2672
Streptococcus phage phiARI0923,2673
Streptococcus phage SpSL1,2674
Streptomyces phage SF1,2675
Streptomyces phage VWB,2676
Streptomyces phage mu1/6,2677
Streptomyces phage Immanuel3,2678
Streptomyces phage FlowerPower,2679
Shigella phage SHSML-52-1,268
Streptomyces phage JXY1,2680
Streptomyces phage Manuel,2681
Streptomyces phage WRightOn,2682
Streptomyces phage SF3,2683
Synechococcus phage S-CBS4,2684
Thermus phage phiYS40,2685
Thermus phage TMA,2686
Vibrio phage QH,2687
Vibrio phage J2,2688
Vibrio phage VP2,2689
Shigella phage SP18,269
Vibrio phage VP5,2690
Vibrio phage phiVC8,2691
Stenotrophomonas phage vB_SmaS-DLP_2,27
Shigella phage Sf21,270
Shigella phage Sf22,271
Shigella phage Sf24,272
Shigella phage Shf125875,273
Shigella phage Shfl2,274
Shigella phage pSs-1,275
Sphingomonas phage PAU,276
Stenotrophomonas phage IME13,277
Vibrio phage KVP40,278
Vibrio phage VH7D,279
Achromobacter phage phiAxp-3,28
Vibrio phage ValKK3,280
Vibrio phage nt-1,281
Yersinia phage PST,282
Yersinia phage vB_YenM_TG1,283
Enterobacteria phage T4,284
Enterobacteria phage vB_EcoM_ACG-C40,285
Acinetobacter phage vB_AbaS_TRS1,286
Pseudomonas phage YMC11/02/R656,287
Pseudomonas phage phiPSA1,288
Acinetobacter phage vB_AbaM_Acibel004,289
Achromobacter phage JWAlpha,29
Acinetobacter phage YMC13/03/R2096,290
Acinetobacter phage vB_AbaM_B09_Aci01-1,291
Acinetobacter phage vB_AbaM_B09_Aci02-2,292
Acinetobacter phage vB_AbaM_B09_Aci05,293
Acinetobacter phage vB_AbaM_phiAbaA1,294
Pseudomonas phage C11,295
Pseudomonas phage CHA_P1,296
Pseudomonas phage JG004,297
Pseudomonas phage K5,298
Pseudomonas phage K8,299
Bordetella phage CN1,3
Acinetobacter phage Presley,30
Pseudomonas phage KPP10,300
Pseudomonas phage PA10,301
Pseudomonas phage PAK_P1,302
Pseudomonas phage PAK_P2,303
Pseudomonas phage PAK_P3,304
Pseudomonas phage PAK_P4,305
Pseudomonas phage PAK_P5,306
Pseudomonas phage PaP1,307
Pseudomonas phage PaoP5,308
Pseudomonas phage Zigelbrucke,309
Delftia phage RG-2014,31
Pseudomonas phage phiMK,310
Pseudomonas phage phiPsa374,311
Pseudomonas phage vB_PaeM_C2-10_Ab02,312
Pseudomonas phage vB_PaeM_G1,313
Pseudomonas phage vB_PaeM_MAG1,314
Pseudomonas phage vB_PaeM_PAO1_Ab03,315
Pseudomonas phage vB_PaeM_PS24,316
Pseudomonas phage vB_PsyM_KIL1,317
Pseudomonas phage vB_PsyM_KIL4,318
Escherichia phage K1ind1,319
Dinoroseobacter phage DFL12phi1,32
Escherichia phage VB_EcoS-Golestan,320
Raoultella phage RP180,321
Salmonella phage BPS11Q3,322
Salmonella phage FSL SP-031,323
Salmonella phage FSL SP-101,324
Salmonella phage Jersey,325
Salmonella phage LSPA1,326
Salmonella phage MA12,327
Salmonella phage SE2,328
Salmonella phage SETP13,329
Dinoroseobacter phage DS-1410Ws-06,33
Salmonella phage SETP3,330
Salmonella phage SETP7,331
Salmonella phage SS3e,332
Salmonella phage f18SE,333
Salmonella phage vB_SenS_AG11,334
Salmonella phage wksl3,335
Serratia phage Eta,336
Microbacterium phage Hendrix,337
Actinoplanes phage phiAsp2,338
Streptomyces phage TP1604,339
Enterobacter phage EcP1,34
Streptomyces phage YDN12,340
Streptomyces phage phiSAJS1,341
Anoxybacillus phage A403,342
Aeribacillus phage AP45,343
Bacillus phage Waukesha92,344
Bacillus phage phi4J1,345
Bacillus phage vB_BtS_BMBtp3,346
Clostridium phage phiCT19406B,347
Clostridium phage phiCTC2B,348
Deep-sea thermophilic phage D6E,349
Erwinia phage Ea9-2,35
Lactobacillus phage LBR48,350
Lactobacillus phage Lb,351
Listeria phage B054,352
Staphylococcus phage B166,353
Staphylococcus phage SA12,354
Staphylococcus phage SpaA1,355
Staphylococcus phage StB27,356
Staphylococcus phage TEM123,357
Aeromonas phage 2_L372X,358
Aeromonas phage 2-L372D,359
Erwinia phage phiEaP-8,36
Aeromonas phage 4_L372D,360
Aeromonas phage 4_L372XY,361
Alteromonas phage vB_AmeM_PT11-V22,362
Cronobacter phage CR3,363
Cronobacter phage CR8,364
Cronobacter phage CR9,365
Cronobacter phage PBES 02,366
Cronobacter phage vB_CsaM_GAP31,367
Enterobacteria phage phi92,368
Erwinia phage Hena1,369
Erwinia phage vB_EamP-S6,37
Erwinia phage pEp_SNUABM_01,370
Escherichia phage 4MG,371
Escherichia phage Av-05,372
Escherichia phage ESCO13,373
Escherichia phage ESCO5,374
Escherichia phage Murica,375
Escherichia phage V18,376
Escherichia phage phAPEC8,377
Escherichia phage vB_EcoM_FFH2,378
Escherichia phage vB_EcoM_Schickermooser,379
Erwinia phage vB_EamP_Frozen,38
Klebsiella phage ZCKP1,380
Klebsiella phage vB_KpnM_BIS47,381
Klebsiella phage vB_KpnM_KB57,382
Klebsiella virus KpS8,383
Pectobacterium phage phiTE,384
Proteus phage Mydo,385
Pseudoalteromonas phage H101,386
Pseudoalteromonas phage SL20,387
Raoultella phage Ro1,388
Salmonella phage 19,389
Escherichia phage EC1-UPM,39
Shewanella sp. phage 1/4,390
Shewanella sp. phage 1/40,391
Vibrio phage ICP1,392
Vibrio phage qdvp001,393
Aeromonas phage Ahp1,394
Aeromonas phage 25AhydR2PP,395
Aeromonas phage CF7,396
Aeromonas phage ZPAH7,397
Aeromonas phage phiAS7,398
Aquamicrobium phage P14,399
Bordetella phage CN2,4
Escherichia phage ECBP1,40
Burkholderia phage JG068,400
Caulobacter phage Lullwater,401
Caulobacter phage Percy,402
Curvibacter phage P26059B,403
Dickeya phage BF25/12,404
Enterobacteria phage J8-65,405
Escherichia phage Lidtsur,406
Escherichia phage PGT2,407
Escherichia phage phiKT,408
Pantoea phage LIMEzero,409
Escherichia phage Pollock,41
Pectobacterium phage Arno160,410
Pectobacterium phage PP2,411
Pectobacterium phage PP90,412
Pectobacterium phage PhiM1,413
Pectobacterium phage Zenivior,414
Proteus phage PM 75,415
Pseudomonas phage Andromeda,416
Pseudomonas phage Bf7,417
Pseudomonas phage PollyC,418
Pseudomonas phage VSW-3,419
Escherichia phage vB_EcoP_G7C,42
Ralstonia phage RS-PI-1,420
Ralstonia phage RS-PII-1,421
Ralstonia phage RSB1,422
Ralstonia phage RsoP1IDN,423
Salmonella phage vB_SpuP_Spp16,424
Vibrio phage 1.204.O._10N.222.46.F12,425
Vibrio phage JSF7,426
Xanthomonas phage XAJ24,427
Xanthomonas phage f20-Xaj,428
Xanthomonas phage f30-Xaj,429
Escherichia phage vB_EcoP_PhAPEC5,43
Xanthomonas phage phi Xc10,430
Xylella phage Paz,431
Xylella phage Prado,432
Yersinia phage fHe-Yen3-01,433
Yersinia phage vB_YenP_ISAO8,434
Rheinheimera phage vB_RspM_Barba18A,435
Rheinheimera phage vB_RspM_Barba21A,436
Aeromonas phage AhSzw-1,437
Aeromonas phage AhSzq-1,438
Bacteriophage T5-like chee24,439
Escherichia phage vB_EcoP_PhAPEC7,44
Bacteriophage T5-like saus132,440
Enterobacteria phage DT571/2,441
Escherichia phage APCEc03,442
Escherichia phage Gostya9,443
Escherichia phage OSYSP,444
Escherichia phage fp01,445
Escherichia phage phiLLS,446
Escherichia phage vB_EcoS_AKFV33,447
Escherichia phage vB_EcoS_HdH2,448
Escherichia virus VEc33,449
Klebsiella phage KP8,45
Klebsiella phage Sugarland,450
Klebsiella phage vB_Kpn_IME260,451
Pectobacterium phage DU_PP_V,452
Pectobacterium phage My1,453
Phage NBEco001,454
Phage NBEco002,455
Phage NBSal003,456
Phage NBSal005,457
Proteus phage PM135,458
Proteus phage Stubb,459
Klebsiella phage KpCHEMY26,46
Providencia phage vB_PreS_PR1,460
Salmonella phage 1-19,461
Salmonella phage 1-23,462
Salmonella phage 1-29,463
Salmonella phage 100268_sal2,464
Salmonella phage 118970_sal2,465
Salmonella phage 2-3,466
Salmonella phage 3-29,467
Salmonella phage L6jm,468
Salmonella phage LVR16A,469
Klebsiella phage Pylas,47
Salmonella phage NR01,470
Salmonella phage OSY-STA,471
Salmonella phage S113,472
Salmonella phage S114,473
Salmonella phage S116,474
Salmonella phage S124,475
Salmonella phage S126,476
Salmonella phage S131,477
Salmonella phage S132,478
Salmonella phage S133,479
Pectobacterium phage Nepra,48
Salmonella phage S147,480
Salmonella phage SE11,481
Salmonella phage SE24,482
Salmonella phage SH9,483
Salmonella phage SP01,484
Salmonella phage SP3,485
Salmonella phage STG2,486
Salmonella phage Seafire,487
Salmonella phage Sepoy,488
Salmonella phage Shivani,489
Pectobacterium phage phiA41,49
Salmonella phage Sw2,490
Salmonella phage Th1,491
Salmonella phage atrejo,492
Salmonella phage bastian,493
Salmonella phage bombadil,494
Salmonella phage faergetype,495
Salmonella phage fuchur,496
Salmonella phage oldekolle,497
Salmonella phage oselot,498
Salmonella phage rokbiter,499
Bordetella phage FP1,5
Pectobacterium phage vB_PatP_CB1,50
Salmonella phage vB_SenS_SB13,500
Salmonella virus VSe12,501
Shigella phage SHSML-45,502
Shigella phage SSP1,503
Vibrio phage Ceto,504
Vibrio phage JSF10,505
Vibrio phage JSF12,506
Vibrio phage Thalassa,507
Vibrio phage pVp-1,508
Vibrio phage phi 3,509
Pectobacterium phage vB_PatP_CB4,51
Vibrio phage vB_VpS_PG07,510
Proteus phage PM16,511
Cronobacter phage vB_CsaP_GAP52,512
Aeromonas phage LAh_8,513
Escherichia phage 172-1,514
Escherichia phage ECBP2,515
Escherichia phage KBNP1711,516
Proteus phage Privateer,517
Pseudomonas phage Bjorn,518
Pseudomonas phage DL54,519
Pseudomonas phage DL64,52
Pseudomonas phage NV1,520
Pseudomonas phage O4,521
Pseudomonas phage PA11,522
Pseudomonas phage PaP4,523
Pseudomonas phage PhiCHU,524
Pseudomonas phage UFV-P2,525
Pseudomonas phage phiIBB-PAA2,526
Pseudomonas phage vB_PaeP_C2-10_Ab22,527
Pseudomonas phage vB_PaeP_p2-10_Or1,528
Salmonella phage 7-11,529
Pseudomonas phage LIT1,53
Serratia phage BF,530
Alteromonas virus vB_AspP-H4/4,531
Phage MedPE-SWcel-C56,532
Aeromonas phage phiA8-29,533
Dickeya phage RC-2014,534
Erwinia phage phiEa2809,535
Erwinia phage vB_EamM-Bue1,536
Escherichia phage ECML-4,537
Escherichia phage EP75,538
Escherichia phage FEC14,539
Pseudomonas phage LUZ7,54
Escherichia phage PhaxI,540
Escherichia phage vB_EcoM_KWBSE43-6,541
Klebsiella phage Magnus,542
Klebsiella phage May,543
Klebsiella phage Menlow,544
Klebsiella virus UPM 2146,545
Klebsiella virus vB_KpnM_KpS110,546
Salmonella phage 38,547
Salmonella phage BSP101,548
Salmonella phage Det7,549
Pseudomonas phage Littlefix,55
Salmonella phage GG32,550
Salmonella phage Marshall,551
Salmonella phage Maynard,552
Salmonella phage Mutine,553
Salmonella phage P46FS4,554
Salmonella phage S118,555
Salmonella phage SE14,556
Salmonella phage SFP10,557
Salmonella phage SKML-39,558
Salmonella phage SP1,559
Pseudomonas phage PA26,56
Salmonella phage SS9,560
Salmonella phage STML-13-1,561
Salmonella phage SenALZ1,562
Salmonella phage SenASZ3,563
Salmonella phage aagejoakim,564
Salmonella phage allotria,565
Salmonella phage barely,566
Salmonella phage bering,567
Salmonella phage dinky,568
Salmonella phage heyday,569
Pseudomonas phage PEV2,57
Salmonella phage maane,570
Salmonella phage moki,571
Salmonella phage pertopsoe,572
Salmonella phage rabagast,573
Serratia phage phiMAM1,574
Serratia phage vB_SmaA_3M,575
Shigella phage MK-13,576
Vibrio phage VAP7,577
Vibrio phage YC,578
Vibrio phage vB_VchM_Kuja,579
Pseudomonas phage Pa2,58
Bdellovibrio phage phi1422,580
Aggregatibacter phage S1249,581
Edwardsiella phage PEi21,582
Klebsiella phage JD001,583
Klebsiella phage vB_KpnM_KpV52,584
Klebsiella phage vB_KpnM_KpV79,585
Mannheimia phage vB_MhS_1152AP2,586
Mannheimia phage vB_MhS_587AP2,587
Pectobacterium phage ZF40,588
Proteus phage Myduc,589
Pseudomonas phage YH30,59
Salmonella phage BP63,590
Salmonella phage SE13,591
Salmonella phage SE4,592
Salmonella phage SEN34,593
Salmonella phage UPF_BP2,594
Salmonella phage ZCSE2,595
Salmonella phage birk,596
Salmonella phage yarpen,597
Vibrio phage CP-T1,598
Vibrio phage vB_VchM-138,599
Bordetella phage MW2,6
Pseudomonas phage YH6,60
Agrobacterium phage 7-7-1,600
Rhizobium phage vB_RglS_P106B,601
Agrobacterium phage Atu_ph03,602
Agrobacterium phage Atu_ph02,603
Rhizobium phage RHEph02,604
Rhizobium phage RHEph08,605
Rhizobium phage RHEph09,606
Cronobacter phage vB_CsaM_GAP32,607
Agrobacterium phage Atu_ph07,608
Escherichia phage 121Q,609
Pseudomonas phage ZC03,61
Pectobacterium phage CBB,610
Citrobacter phage Moogle,611
Citrobacter phage Mordin,612
Enterobacteriaphage UAB_Phi87,613
Erwinia phage phiEa104,614
Erwinia phage phiEa21-4,615
Escherichia phage EC6,616
Escherichia phage HY02,617
Escherichia phage JH2,618
Escherichia phage SUSP1,619
Pseudomonas phage ZC08,62
Escherichia phage SUSP2,620
Escherichia phage vB_EcoM-VpaE1,621
Escherichia phage vB_EcoM_AYO145A,622
Escherichia phage vB_EcoM_Alf5,623
Rheinheimera phage vB_RspM_Barba19A,624
Rheinheimera phage vB_RspM_Barba5S,625
Rheinheimera phage vB_RspM_Barba8S,626
Salmonella phage BPS15Q2,627
Salmonella phage BPS17L1,628
Salmonella phage BPS17W1,629
Pseudomonas phage Zuri,63
Salmonella phage Mushroom,630
Salmonella phage Si3,631
Salmonella phage vB_SPuM_SP116,632
Shigella phage Sf13,633
Shigella phage Sf14,634
Shigella phage Sf17,635
Cyanophage PP,636
Anabaena phage A-4L,637
Bacillus virus 1,638
Brochothrix phage BL3,639
Pseudomonas phage phCDa,64
Brochothrix phage NF5,640
Enterococcus phage EFC-1,641
Enterococcus phage phiEf11,642
Enterococcus phage vB_EfaS_IME197,643
Geobacillus phage GBSV1,644
Lactobacillus prophage Lj928,645
Lactococcus phage TP901-1,646
Lactococcus phage Tuc2009,647
Lactococcus phage ul36,648
Staphylococcus phage SA13,649
Pseudomonas phage vB_PaeP_C2-10_Ab09,65
Staphylococcus phage StB12,650
Streptococcus phage SMP,651
Streptococcus virus 9871,652
Streptococcus virus 9872,653
Streptococcus virus 9873,654
Streptococcus virus 9874,655
Ralstonia virus phiAp1,656
Arthrobacter phage BarretLemon,657
Arthrobacter phage Abba,658
Arthrobacter phage Beans,659
Pseudomonas phage vB_PaeP_MAG4,66
Arthrobacter phage Brent,660
Arthrobacter phage Colucci,661
Arthrobacter phage DrYang,662
Arthrobacter phage Jawnski,663
Arthrobacter phage KBurrousTX,664
Arthrobacter phage Lymara,665
Arthrobacter phage Martha,666
Arthrobacter phage Mufasa8,667
Arthrobacter phage Piccoletto,668
Arthrobacter phage PrincessTrina,669
Roseobacter phage RD-1410W1-01,67
Arthrobacter phage Shade,670
Arthrobacter phage Sonali,671
Arthrobacter phage Sonny,672
Arthrobacter phage Zartrosa,673
Arthrobacter phage vB_ArtM-ArV1,674
Rhodococcus phage Jace,675
Arthrobacter phage Andrew,676
Arthrobacter phage Abidatro,677
Arthrobacter phage Bennie,678
Arthrobacter phage Coral,679
Ruegeria phage vB_RpoP-V12,68
Arthrobacter phage DrRobert,680
Arthrobacter phage Galaxy,681
Arthrobacter phage Glenn,682
Arthrobacter phage HunterDalle,683
Arthrobacter phage Joann,684
Arthrobacter phage Kepler,685
Arthrobacter phage Korra,686
Arthrobacter phage Maja,687
Arthrobacter phage Preamble,688
Arthrobacter phage Pumancara,689
Ruegeria phage vB_RpoP-V13,69
Arthrobacter phage Wayne,690
Gordonia phage Splinter,691
Gordonia phage Vendetta,692
Microbacterium phage Armstrong,693
Microbacterium phage Dismas,694
Microbacterium phage Eden,695
Mycobacterium phage Xeno,696
Propionibacterium phage B3,697
Arthrobacter phage Jasmine,698
Arthrobacter phage Adat,699
Burkholderia phage BcepGomr,7
Salmonella phage FSL SP-058,70
Arthrobacter phage Molivia,700
Arthrobacter phage Amigo,701
Brevibacterium phage LuckyBarnes,702
Clavibacter phage CMP1,703
Clavibacter phage CN1A,704
Microbacterium phage vB_MoxS-ISF9,705
Gordonia phage Ghobes,706
Arthrobacter phage Mendel,707
Arthrobacter phage Anjali,708
Bacillus phage Aurora,709
Salmonella phage FSL SP-076,71
Bacillus phage BeachBum,710
Bacillus phage Claudi,711
Bacillus phage DK1,712
Bacillus phage DK2,713
Bacillus phage DK3,714
Bacillus phage Gxv1,715
Bacillus phage Harambe,716
Bacillus phage Juan,717
Bacillus phage Karezi,718
Bacillus phage KonjoTrouble,719
Shigella phage pSb-1,72
Bacillus phage MG-B1,720
Bacillus phage Nf,721
Bacillus phage SerPounce,722
Bacillus phage Stitch,723
Bacillus phage VMY22,724
Bacillus phage vB_Bpu_PumA1,725
Bacillus phage vB_Bpu_PumA2,726
Bacillus phage vB_BsuP-Goe1,727
Bacillus phage vB_BthP-Goe4,728
Bacillus phage vB_BveP-Goe6,729
Sinorhizobium phage ort11,73
Bacillus virus SRT01hs,730
Bifidobacterium phage BadAargau2,731
Bifidobacterium phage BadAztec1,732
Microbacterium phage Appa,733
Arthrobacter phage DrManhattan,734
Gordonia phage Gustav,735
Gordonia phage Mahdia,736
Microbacterium phage Goodman,737
Streptomyces phage Hiyaa,738
Arthrobacter phage Constance,739
Stenotrophomonas phage Pokken,74
Arthrobacter phage Bridgette,740
Arthrobacter phage Eileen,741
Arthrobacter phage Judy,742
Arthrobacter phage Peas,743
Arthrobacter phage TripleJ,744
Arthrobacter phage vB_ArS-ArV2,745
Arthrobacter phage Circum,746
