name,idx
Stx1 converting phage AU6Stx1,1704
Enterobacteria phage vB_EcoM-FV3,1705
Escherichia phage 2 JES-2013,1706
Salmonella phage 21,1707
Cyanophage NATL1A-7,1708
Cyanophage 9515-10a,1709
Acinetobacter phage vB_AbaP_46-62_Aci07,171
Cyanophage NATL2A-133,1710
Cyanophage P-SSP2,1711
Cyanophage S-TIM5,1712
Synechococcus T7-like virus S-TIP37,1713
Synechococcus phage S-B28,1714
Synechococcus phage S-CBP1,1715
Synechococcus phage S-CBP2,1716
Synechococcus phage S-CBP3,1717
Synechococcus phage S-CBP4,1718
Synechococcus phage S-CBP42,1719
Acinetobacter phage vB_AbaP_AS11,172
Synechococcus phage S-CBS2,1720
Cyanophage PSS2,1721
Synechococcus phage S-CBWM1,1722
Geobacillus phage TP-84,1723
Enterobacter phage phiKDA1,1724
Escherichia phage Minorna,1725
Klebsiella phage AltoGao,1726
Klebsiella phage F19,1727
Klebsiella phage KP-Rio/2015,1728
Klebsiella phage KP34,1729
Acinetobacter phage vB_AbaP_AS12,173
Klebsiella phage KPV811,1730
Klebsiella phage myPSH1235,1731
Klebsiella phage phiBO1E,1732
Klebsiella phage phiKpS2,1733
Klebsiella phage vB_KpnP_KpV48,1734
Klebsiella phage vB_KpnP_KpV74,1735
Klebsiella phage vB_KpnP_SU503,1736
Klebsiella phage vB_KpnP_SU552A,1737
Pantoea phage LIMElight,1738
Pectobacterium phage Clickz,1739
Acinetobacter phage vB_AbaP_Acibel007,174
Pectobacterium phage Gaspode,1740
Pectobacterium phage Khlen,1741
Pectobacterium phage Koot,1742
Pectobacterium phage Lelidair,1743
Pectobacterium phage Nobby,1744
Pectobacterium phage PP16,1745
Pectobacterium phage Peat1,1746
Pectobacterium phage Phoria,1747
Pectobacterium phage vB_PatP_CB5,1748
Pseudomonas phage LKA1,1749
Acinetobacter phage vB_AbaP_B09_Aci08,175
Pseudomonas phage YMC11/06/C171_PPU_BP,1750
Pseudomonas phage phi-2,1751
Shigella phage HRP29,1752
Shigella phage SFN6B,1753
Vibrio phage VP93,1754
Vibrio phage vB_VpaP_KF1,1755
Vibrio phage vB_VpaP_KF2,1756
Dickeya phage vB_DsoM_JA11,1757
Dickeya phage vB_DsoM_AD1,1758
Erwinia phage vB_EamM_Alexandra,1759
Acinetobacter phage vB_AbaP_B1,176
Erwinia phage vB_EamM_Y3,1760
Erwinia phage vB_EamM_Yoloswag,1761
Rhodobacter phage RcCronus,1762
Rhodobacter phage RcRhea,1763
Escherichia phage vB_EcoP_PTXU04,1764
Proteus phage VB_PmiS-Isfahan,1765
Salmonella phage 9NA,1766
Salmonella phage vB_SenS_Sasha,1767
Enterobacter phage phiEap-2,1768
Photobacterium phage PDCC-1,1769
Acinetobacter phage vB_AbaP_B3,177
Pseudomonas phage OBP,1770
Vibrio phage 2 TSL-2019,1771
Vibrio phage USC-1,1772
Vibrio phage VP4B,1773
Eggerthella phage PMBT5,1774
Faecalibacterium phage FP_Epona,1775
Vibrio phage X29,1776
Klebsiella phage JY917,1777
Klebsiella phage KL,1778
Klebsiella phage vB_KpnS_Alina,1779
Acinetobacter phage vB_AbaP_B5,178
Klebsiella phage vB_KpnS_Call,1780
Klebsiella phage vB_KpnS_Domnhall,1781
Klebsiella phage vB_KpnS_FZ10,1782
Pseudomonas phage AF,1783
Pseudoalteromonas phage BS5,1784
Salmonella phage L13,1785
Shewanella sp. phage 3/49,1786
Enterobacteria phage VT2phi_272,1787
Escherichia phage ArgO145,1788
Escherichia phage Lys12581Vzw,1789
Acinetobacter phage vB_AbaP_D2,179
Escherichia phage P13374,1790
Escherichia phage PA2,1791
Escherichia phage TL-2011c,1792
Escherichia phage phi191,1793
Escherichia phage slur01,1794
Pseudomonas phage PAJU2,1795
Salmonella phage SSU5,1796
Enterobacteria phage IME_EC2,1797
Pseudomonas phage DL62,1798
Pseudomonas phage LKD16,1799
Pseudomonas phage PaMx42,18
Acinetobacter phage vB_AbaP_PD-6A3,180
Pseudomonas phage LUZ19,1800
Pseudomonas phage MPK6,1801
Pseudomonas phage MPK7,1802
Pseudomonas phage PAXYB1,1803
Pseudomonas phage PT2,1804
Pseudomonas phage PT5,1805
Pseudomonas phage RLP,1806
Pseudomonas phage phiKMV,1807
Pseudomonas phage phiNFS,1808
Pseudomonas phage phiNV3,1809
Acinetobacter phage vB_AbaP_PD-AB9,181
Pseudomonas phage phikF77,1810
Pseudomonas phage vB_Pae-TbilisiM32,1811
Pseudomonas phage vB_PaeP_130_113,1812
Pseudomonas phage vB_PaeP_PAO1_1-15pyo,1813
Pseudomonas phage vB_PaeP_PAO1_Ab05,1814
Pseudomonas phage vB_PaeP_PPA-ABTNL,1815
Escherichia phage D6,1816
Escherichia phage slur03,1817
Erwinia phage PEp14,1818
Serratia phage Parlo,1819
Acinetobacter phage vB_ApiP_P1,182
Sinorhizobium phage PBC5,1820
Pseudomonas phage phi2,1821
Pseudomonas phage F10,1822
Enterococcus phage EFAP-1,1823
Enterococcus phage AUEF3,1824
Enterococcus phage EFRM31,1825
Enterococcus phage Ec-ZZ2,1826
Enterococcus phage EfaCPT1,1827
Enterococcus phage IME-EF4,1828
Enterococcus phage IME-EFm1,1829
Acinetobacter phage vB_ApiP_P2,183
Enterococcus phage IME-EFm5,1830
Enterococcus phage IME_EF3,1831
Enterococcus phage LY0322,1832
Enterococcus phage PMBT2,1833
Enterococcus phage SANTOR1,1834
Enterococcus phage phiSHEF2,1835
Enterococcus phage phiSHEF4,1836
Enterococcus phage phiSHEF5,1837
Enterococcus phage vB_EfaS_AL2,1838
Enterococcus phage vB_EfaS_AL3,1839
Acinetobacter phage AbTZA1,184
Enterococcus phage vB_EfaS_IME196,1840
Enterococcus phage vB_EfaS_IME198,1841
Lactobacillus phage A2,1842
Lactobacillus phage BH1,1843
Staphylococcus phage StB20,1844
Enterococcus phage phiFL1A,1845
Enterococcus phage phiFL2A,1846
Enterococcus phage VD13,1847
Listeria phage LP-026,1848
Listeria phage LP-037,1849
Acinetobacter phage AM101,185
Listeria phage LP-110,1850
Listeria phage LP-114,1851
Listeria phage P70,1852
Lactobacillus phage CL1,1853
Lactobacillus phage iLp1308,1854
Streptococcus phage phiARI0746,1855
Lactobacillus phage iA2,1856
Pediococcus phage cIP1,1857
Lactococcus phage 50902,1858
Lactococcus phage 62503,1859
Acinetobacter phage Ac42,186
Lactococcus phage 63301,1860
Lactococcus phage BM13,1861
Lactococcus phage P1045,1862
Lactococcus phage phiLC3,1863
Listeria phage P35,1864
Listeria phage P40,1865
Enterococcus phage vB_EfaP_Ef6.3,1866
Enterococcus phage vB_EfaP_Ef6.2,1867
Enterococcus phage vB_EfaP_Ef7.2,1868
Enterococcus phage vB_EfaP_Ef7.3,1869
Acinetobacter phage Acj61,187
Enterococcus phage vB_EfaP_Ef7.4,1870
Enterococcus phage vB_EfaP_Efmus1,1871
Enterococcus phage vB_EfaP_Efmus3,1872
Enterococcus phage vB_EfaP_Efmus4,1873
Enterococcus phage vB_EfaP_IME195,1874
Enterococcus phage vB_EfaP_IME199,1875
Enterococcus phage vB_EfaP_Zip,1876
Enterococcus phage vB_Efae230P-4,1877
Staphylococcus phage 66,1878
Staphylococcus phage Andhra,1879
Acinetobacter phage Acj9,188
Staphylococcus phage BP39,1880
Staphylococcus phage CSA13,1881
Staphylococcus phage GRCS,1882
Staphylococcus phage Pabna,1883
Staphylococcus phage S24-1,1884
Staphylococcus phage SAP-2,1885
Staphylococcus phage SCH1,1886
Staphylococcus phage SLPW,1887
Staphylococcus phage St 134,1888
Staphylococcus phage vB_SauP_phiAGO1.3,1889
Acinetobacter phage KARL-1,189
Staphylococcus phage phiJB,1890
Pseudomonas virus H66,1891
Faecalibacterium phage FP_Brigit,1892
Pantoea phage vB_PagM_LIET2,1893
Faecalibacterium phage FP_Mushu,1894
Rhodovulum phage vB_RhkS_P1,1895
Escherichia phage RCS47,1896
Salmonella phage SJ46,1897
Escherichia phage FEC19,1898
Escherichia phage ECML-117,1899
Pseudomonas phage PaMx74,19
Acinetobacter phage ZZ1,190
Escherichia phage vB_EcoM_WFC,1900
Escherichia phage vB_EcoM_WFH,1901
Panteoa phage Kyle,1902
Pseudomonas phage 14-1,1903
Pseudomonas phage BrSP1,1904
Pseudomonas phage DL60,1905
Pseudomonas phage DL68,1906
Pseudomonas phage EPa61,1907
Pseudomonas phage Epa13,1908
Pseudomonas phage Epa14,1909
Acinetobacter phage vB_AbaM_PhT2,191
Pseudomonas phage Epa7,1910
Pseudomonas phage F8,1911
Pseudomonas phage JG024,1912
Pseudomonas phage LBL3,1913
Pseudomonas phage LMA2,1914
Pseudomonas phage NH-4,1915
Pseudomonas phage PA5,1916
Pseudomonas phage PB1,1917
Pseudomonas phage SL1,1918
Pseudomonas phage SN,1919
Acinetobacter phage vB_AbaP_Apostate,192
Pseudomonas phage antinowhere,1920
Pseudomonas phage crassa,1921
Pseudomonas phage datas,1922
Pseudomonas phage phiKTN6,1923
Pseudomonas phage tabernarius,1924
Pseudomonas phage vB_PaeM_CEB_DP1,1925
Pseudomonas phage vB_PaeM_E215,1926
Pseudomonas phage vB_PaeM_E217,1927
Pseudomonas phage vB_PaeM_LS1,1928
Pseudomonas phage vB_PaeM_PAO1_Ab27,1929
Acinetobacter phage vB_AbaP_Berthold,193
Pseudomonas phage vB_PaeM_SCUT-S1,1930
Pseudomonas phage vB_PaeM_USP_1,1931
Pseudomonas phage vB_Pae_PS44,1932
Pseudomonas virus PA8P1,1933
Pseudomonas virus Pa193,1934
Serratia phage MTx,1935
Serratia phage MyoSmar,1936
Shewanella sp. phage 1/41,1937
Xanthomonas phage Carpasina,1938
Xanthomonas virus XcP1,1939
Acinetobacter phage vB_AbaP_Kimel,194
Faecalibacterium phage FP_Toutatis,1940
Faecalibacterium phage FP_Lagaffe,1941
Faecalibacterium phage FP_Taranis,1942
Flavobacterium phage 23T,1943
Flavobacterium phage 1H,1944
Flavobacterium phage 2A,1945
Flavobacterium phage 6H,1946
Flavobacterium phage vB_FspS_laban6-1,1947
Flavobacterium phage FCV-1,1948
Flavobacterium phage FCL-2,1949
Acinetobacter phage vB_AbaP_Konradin,195
Flavobacterium phage Fpv1,1950
Flavobacterium phage FpV4,1951
Flavobacterium phage Fpv2,1952
Flavobacterium phage Fpv20,1953
Flavobacterium phage Fpv3,1954
Polaribacter phage P12002S,1955
Gordonia phage Asapag,1956
Gordonia phage Apricot,1957
Gordonia phage Attis,1958
Gordonia phage BENtherdunthat,1959
Acinetobacter phage vB_AbaP_Lazarus,196
Gordonia phage BaxterFox,1960
Gordonia phage BritBrat,1961
Gordonia phage Cozz,1962
Gordonia phage Emalyn,1963
Gordonia phage GAL1,1964
Gordonia phage GTE2,1965
Gordonia phage Getalong,1966
Gordonia phage Horus,1967
Gordonia phage Kenna,1968
Gordonia phage Kita,1969
Aeromonas phage AS-gz,197
Gordonia phage Lucky10,1970
Gordonia phage Nymphadora,1971
Gordonia phage Phistory,1972
Gordonia phage SoilAssassin,1973
Gordonia phage Troje,1974
Gordonia phage Twister6,1975
Gordonia phage Wizard,1976
Gordonia phage Zirinka,1977
Mycobacterium phage Jabbawokkie,1978
Mycobacterium phage Marvin,1979
Aeromonas phage AS-sw,198
Mycobacterium phage MosMoris,1980
Mycobacterium phage Muddy,1981
Mycobacterium phage TChen,1982
Mycobacterium phage ThetaBob,1983
Tsukamurella phage TPA4,1984
Gordonia phage Schnabeltier,1985
Gordonia phage Yeezy,1986
Gordonia phage Bowser,1987
Gordonia phage Eyre,1988
Gordonia phage GMA1,1989
Aeromonas phage AS-zj,199
Gordonia phage Hedwig,1990
Mycobacterium phage 32HC,1991
Mycobacterium phage BigNuz,1992
Mycobacterium phage Brusacoram,1993
Mycobacterium phage Donovan,1994
Mycobacterium phage Fishburne,1995
Mycobacterium phage Giles,1996
Mycobacterium phage Jebeks,1997
Mycobacterium phage Malithi,1998
Mycobacterium phage Phayonce,1999
Achromobacter phage phiAxp-1,2
Pseudomonas phage vB_Pae-Kakheti25,20
Aeromonas phage Aes012,200
Mycobacterium phage Sbash,2000
Mycobacterium phage Shipwreck,2001
Mycobacterium phage Tortellini,2002
Gordonia phage Bantam,2003
Gordonia phage Bachita,2004
Gordonia phage BrutonGaster,2005
Gordonia phage ClubL,2006
Gordonia phage Cucurbita,2007
Gordonia phage Daredevil,2008
Gordonia phage OneUp,2009
Aeromonas phage Aes508,201
Gordonia phage Smoothie,2010
Gordonia phage Yvonnetastic,2011
Mycobacterium phage Sparky,2012
Rhodococcus phage REQ3,2013
Gordonia phage BirksAndSocks,2014
Gordonia phage Beaver,2015
Gordonia phage Chelms,2016
Gordonia phage Demosthenes,2017
Gordonia phage Flakey,2018
Gordonia phage GMA3,2019
Aeromonas phage CC2,202
Gordonia phage GMA7,2020
Gordonia phage GTE7,2021
Gordonia phage Gmala1,2022
Gordonia phage GordDuk1,2023
Gordonia phage GordTnk2,2024
Gordonia phage Hotorobo,2025
Gordonia phage Jellybones,2026
Gordonia phage John316,2027
Gordonia phage Jumbo,2028
Gordonia phage Katyusha,2029
Aeromonas phage PX29,203
Gordonia phage Kvothe,2030
Gordonia phage Monty,2031
Gordonia phage Orchid,2032
Gordonia phage Sombrero,2033
Gordonia phage SteveFrench,2034
Gordonia phage Woes,2035
Rhodococcus phage ReqiDocB7,2036
Tsukamurella phage TIN2,2037
Tsukamurella phage TIN3,2038
Tsukamurella phage TIN4,2039
Aeromonas phage phiAS4,204
Mycobacterium phage BarrelRoll,2040
Mycobacterium phage Bipper,2041
Mycobacterium phage Cheetobro,2042
Mycobacterium phage Enkosi,2043
Mycobacterium phage Gengar,2044
Mycobacterium phage Keshu,2045
Mycobacterium phage Kratio,2046
Mycobacterium phage Milly,2047
Mycobacterium phage Mufasa,2048
Mycobacterium phage Murucutumbu,2049
Aeromonas phage phiAS5,205
Mycobacterium phage OkiRoe,2050
Mycobacterium phage ShedlockHolmes,2051
Mycobacterium phage TM4,2052
Mycobacterium phage Validus,2053
Mycobacterium phage ZoeJ,2054
Mycobacterium virus Fionnbarth,2055
Mycobacterium virus Pixie,2056
Gordonia phage Nyceirae,2057
Gordonia phage GTE6,2058
Gordonia phage Brandonk123,2059
Citrobacter phage CF1 ERZ-2017,206
Gordonia phage Lennon,2060
Gordonia phage Phinally,2061
Gordonia phage Vivi2,2062
Mycobacterium phage DS6A,2063
Mycobacterium phage Renaud18,2064
Gordonia phage JSwag,2065
Gordonia phage Rosalind,2066
Gordonia phage Soups,2067
Gordonia phage Waits,2068
Mycobacterium phage Carcharodon,2069
Citrobacter phage IME-CF2,207
Mycobacterium phage Charlie,2070
Mycobacterium phage MichelleMyBell,2071
Mycobacterium phage Pipsqueaks,2072
Mycobacterium phage SkinnyPete,2073
Gordonia phage GodonK,2074
Gordonia phage Fryberger,2075
Gordonia phage Ronaldo,2076
Mycobacterium phage Bipolar,2077
Mycobacterium phage Cornie,2078
Mycobacterium phage Florinda,2079
Citrobacter phage Margaery,208
Mycobacterium phage Hamulus,2080
Mycobacterium phage Inventum,2081
Mycobacterium phage Llama,2082
Mycobacterium phage Llij,2083
Mycobacterium phage Spartacus,2084
Mycobacterium phage Tweety,2085
Streptomyces phage Austintatious,2086
Streptomyces phage Darolandstone,2087
Streptomyces phage Ididsumtinwong,2088
Streptomyces phage PapayaSalad,2089
Citrobacter phage Merlin,209
Streptomyces phage Picard,2090
Streptomyces phage Raleigh,2091
Streptomyces phage SV1,2092
Mycobacterium phage Barnyard,2093
Mycobacterium phage Cuke,2094
Mycobacterium phage DrLupo,2095
Microbacterium phage Krampus,2096
Mycobacterium phage Damien,2097
Mycobacterium phage Konstantine,2098
Mycobacterium phage Oaker,2099
Pseudomonas phage vB_PaeS_PAO1_Ab18,21
Citrobacter phage Miller,210
Mycobacterium phage Patience,2100
Mycobacterium phage Predator,2101
Mycobacterium phage Troll4,2102
Gordonia phage Sour,2103
Mycobacterium phage Qyrzula,2104
Tsukamurella phage TPA2,2105
Microbacterium phage Min1,2106
Mycobacterium phage BuzzLyseyear,2107
Mycobacterium phage Squirty,2108
Gordonia phage KatherineG,2109
Citrobacter phage Moon,211
Gordonia phage Remus,2110
Gordonia phage Strosahl,2111
Mycobacterium phage 20ES,2112
Mycobacterium phage 40AC,2113
Mycobacterium phage Adzzy,2114
Mycobacterium phage AnnaL29,2115
Mycobacterium phage Anubis,2116
Mycobacterium phage ArcherNM,2117
Mycobacterium phage Artemis2UCLA,2118
Mycobacterium phage BTCU-1,2119
Citrobacter phage vB_CfrM_CfP1,212
Mycobacterium phage Bactobuster,2120
Mycobacterium phage BellusTerra,2121
Mycobacterium phage Blue7,2122
Mycobacterium phage CRB1,2123
Mycobacterium phage Catalina,2124
Mycobacterium phage Chadwick,2125
Mycobacterium phage Chy4,2126
Mycobacterium phage Chy5,2127
Mycobacterium phage CloudWang3,2128
Mycobacterium phage Conspiracy,2129
Cronobacter phage S13,213
Mycobacterium phage EagleEye,2130
Mycobacterium phage Echild,2131
Mycobacterium phage Equemioh13,2132
Mycobacterium phage EvilGenius,2133
Mycobacterium phage First,2134
Mycobacterium phage Fredward,2135
Mycobacterium phage HINdeR,2136
Mycobacterium phage Iracema64,2137
Mycobacterium phage Jobu08,2138
Mycobacterium phage Jovo,2139
Cronobacter phage vB_CsaM_GAP161,214
Mycobacterium phage Kampy,2140
Mycobacterium phage LadyBird,2141
Mycobacterium phage Larenn,2142
Mycobacterium phage LittleCherry,2143
Mycobacterium phage Loser,2144
Mycobacterium phage Luchador,2145
Mycobacterium phage MarQuardt,2146
Mycobacterium phage Mulciber,2147
Mycobacterium phage Nyxis,2148
Mycobacterium phage Obama12,2149
Cronobacter phage vB_CsaM_leE,215
Mycobacterium phage Phantastic,2150
Mycobacterium phage Phlei,2151
Mycobacterium phage Pioneer,2152
Mycobacterium phage Piro94,2153
Mycobacterium phage RedRock,2154
Mycobacterium phage RhynO,2155
Mycobacterium phage Rockstar,2156
Mycobacterium phage SWU1,2157
Mycobacterium phage Serenity,2158
Mycobacterium phage Severus,2159
Enterobacter phage PG7,216
Mycobacterium phage Sheen,2160
Mycobacterium phage Smeadley,2161
Mycobacterium phage SweetiePie,2162
Mycobacterium phage Swirley,2163
Mycobacterium phage Theia,2164
Mycobacterium phage Tiffany,2165
Mycobacterium phage Tiger,2166
Mycobacterium phage Timshel,2167
Mycobacterium phage Trike,2168
Mycobacterium phage Trixie,2169
Enterobacter phage phiEap-3,217
Mycobacterium phage Turbido,2170
Mycobacterium phage Twister,2171
Mycobacterium phage UnionJack,2172
Mycobacterium phage VohminGhazi,2173
Mycobacterium phage Wile,2174
Mycobacterium phage Zaka,2175
Mycobacterium virus Alma,2176
Mycobacterium virus Arturo,2177
Mycobacterium virus Astro,2178
Mycobacterium virus Backyardigan,2179
Enterobacter phage vB_EclM_CIP9,218
Mycobacterium virus Benedict,2180
Mycobacterium virus Bxz2,2181
Mycobacterium virus Cuco,2182
Mycobacterium virus George,2183
Mycobacterium virus Gladiator,2184
Mycobacterium virus Goose,2185
Mycobacterium virus Hammer,2186
Mycobacterium virus JHC117,2187
Mycobacterium virus Jeffabunny,2188
Mycobacterium virus LHTSCC,2189
Enterobacteria phage Bp7,219
Mycobacterium virus Microwolf,2190
Mycobacterium virus Peaches,2191
Mycobacterium virus Pukovnik,2192
Mycobacterium virus Rebeuca,2193
Mycobacterium virus Saintus,2194
Rhodococcus phage CosmicSans,2195
Rhodococcus phage Hiro,2196
Rhodococcus phage RER2,2197
Rhodococcus phage Takoda,2198
Mycobacterium phage Angel,2199
Pseudomonas phage vB_PaeS_SCH_Ab26,22
Enterobacteria phage IME08,220
Mycobacterium phage Cambiare,2200
Mycobacterium phage FlagStaff,2201
Mycobacterium phage Jolie2,2202
Mycobacterium phage Leo,2203
Mycobacterium phage MOOREtheMARYer,2204
Mycobacterium phage Sneeze,2205
Mycobacterium phage Akoma,2206
Mycobacterium phage Athena,2207
Mycobacterium phage Bane1,2208
Mycobacterium phage Bernardo,2209
Enterobacteria phage RB14,221
Mycobacterium phage BrownCNA,2210
Mycobacterium phage Gadjet,2211
Mycobacterium phage Godines,2212
Mycobacterium phage Newman,2213
Mycobacterium phage Nigel,2214
Mycobacterium phage Phaedrus,2215
Mycobacterium phage Phlyer,2216
Mycobacterium phage Pipefish,2217
Mycobacterium phage Rosebush,2218
Mycobacterium phage Stinger,2219
Enterobacteria phage RB27,222
Mycobacterium phage Suffolk,2220
Mycobacterium phage Zemanar,2221
Mycobacterium virus TA17a,2222
Mycobacterium phage 39HC,2223
Mycobacterium phage Adawi,2224
Mycobacterium phage Apizium,2225
Mycobacterium phage Badfish,2226
Mycobacterium phage Baee,2227
Mycobacterium phage ChrisnMich,2228
Mycobacterium phage Colbert,2229
Enterobacteria phage RB51,223
Mycobacterium phage Cooper,2230
Mycobacterium phage Dori,2231
Mycobacterium phage Eremos,2232
Mycobacterium phage Hosp,2233
Mycobacterium phage JAMaL,2234
Mycobacterium phage JacAttac,2235
Mycobacterium phage Jolie1,2236
Mycobacterium phage KayaCho,2237
Mycobacterium phage Kikipoo,2238
Mycobacterium phage Manad,2239
Enterobacteria phage RB68,224
Mycobacterium phage OSmaximus,2240
Mycobacterium phage Oline,2241
Mycobacterium phage Orion,2242
Mycobacterium phage PG1,2243
Mycobacterium phage Phelemich,2244
Mycobacterium phage Phipps,2245
Mycobacterium phage Pops,2246
Mycobacterium phage Reprobate,2247
Mycobacterium phage ShiVal,2248
Mycobacterium phage Soto,2249
Escherichia coli O157 typing phage 3,225
Mycobacterium phage Swish,2250
Mycobacterium phage UncleHowie,2251
Mycobacterium phage Vincenzo,2252
Mycobacterium phage Vista,2253
Mycobacterium phage Vortex,2254
Mycobacterium virus Acadian,2255
Halovirus HF1,2256
Halorubrum phage HF2,2257
Halovirus HRTV-5,2258
Halovirus HRTV-7,2259
Escherichia coli O157 typing phage 6,226
Halovirus HRTV-8,2260
Halovirus HSTV-2,2261
Helicobacter phage phiHP33,2262
Helicobacter phage 1961P,2263
Idiomarinaceae phage 1N2-2,2264
Marinomonas phage P12026,2265
Pseudoalteromonas phage Pq0,2266
Stenotrophomonas phage vB_SmaS_DLP_5,2267
Yersinia phage PY54,2268
Lactobacillus phage ATCC 8014-B2,2269
Escherichia phage APCEc01,227
Lactobacillus phage Maenad,2270
Lactobacillus phage Satyr,2271
Lactobacillus phage CL2,2272
Lactobacillus phage J-1,2273
Lactobacillus phage LF1,2274
Lactobacillus phage LJ,2275
Lactobacillus phage Lc-Nu,2276
Lactobacillus phage Lrm1,2277
Lactobacillus phage PL-1,2278
Lactobacillus phage PLE2,2279
Escherichia phage ECD7,228
Lactobacillus phage phiAT3,2280
Lactobacillus phage phiPYB5,2281
Lactococcus phage 98201,2282
Lactococcus phage BK5-T,2283
Streptococcus phage Str-PAP-1,2284
Streptococcus phage YMC-2011,2285
Lactobacillus phage Ldl1,2286
Lactobacillus phage Lenus,2287
Lactobacillus phage Nyseid,2288
Lactobacillus phage P1,2289
Escherichia phage ECML-134,229
Lactobacillus phage SA-C12,2290
Lactobacillus phage Sha1,2291
Lactobacillus phage ViSo-2018a,2292
Staphylococcus phage 6ec,2293
Staphylococcus phage vB_SepS_SEP9,2294
Lactobacillus phage Lv-1,2295
Staphylococcus phage SA7,2296
Streptococcus phage APCM01,2297
Streptococcus phage M102,2298
Streptococcus phage M102AD,2299
Rhodobacter phage RcSpartan,23
Escherichia phage HY01,230
Lactococcus lactis phage p272,2300
Lactococcus lactis phage P475,2301
Lactococcus phage 05601,2302
Lactococcus phage 10W18,2303
Lactococcus phage 13W11L,2304
Lactococcus phage 16802,2305
Lactococcus phage 16W23,2306
Lactococcus phage 30804,2307
Lactococcus phage 340,2308
Lactococcus phage 37201,2309
Escherichia phage HY03,231
Lactococcus phage 38503,2310
Lactococcus phage 38507,2311
Lactococcus phage 3R16S,2312
Lactococcus phage 51701,2313
Lactococcus phage 56003,2314
Lactococcus phage 56301,2315
Lactococcus phage 57001,2316
Lactococcus phage 62601,2317
Lactococcus phage 62605,2318
Lactococcus phage 63302,2319
Escherichia phage Lw1,232
Lactococcus phage 66901,2320
Lactococcus phage 79201,2321
Lactococcus phage 88605,2322
Lactococcus phage 8V08,2323
Lactococcus phage 936 group phage Phi109,2324
Lactococcus phage 936 group phage Phi155,2325
Lactococcus phage 936 group phage Phi19.3,2326
Lactococcus phage 936 group phage Phi4.2,2327
Lactococcus phage 936 group phage Phi44,2328
Lactococcus phage 936 group phage Phi5.12,2329
Escherichia phage MX01,233
Lactococcus phage 936 group phage Phi91127,2330
Lactococcus phage 936 group phage PhiA.16,2331
Lactococcus phage 936 group phage PhiB1127,2332
Lactococcus phage 936 group phage PhiE1127,2333
Lactococcus phage 936 group phage PhiF0139,2334
Lactococcus phage 936 group phage PhiJF1,2335
Lactococcus phage 936 group phage PhiL.18,2336
Lactococcus phage 936 group phage PhiL.6,2337
Lactococcus phage 936 group phage PhiLj,2338
Lactococcus phage 936 group phage PhiM1127,2339
Escherichia phage ST0,234
Lactococcus phage 936 group phage PhiS0139,2340
Lactococcus phage 96401,2341
Lactococcus phage 96403,2342
Lactococcus phage 96603,2343
Lactococcus phage CHPC129,2344
Lactococcus phage CHPC361,2345
Lactococcus phage CHPC362,2346
Lactococcus phage CHPC52,2347
Lactococcus phage CHPC781,2348
Lactococcus phage CHPC958,2349
Escherichia phage UFV-AREG1,235
Lactococcus phage CHPC959,2350
Lactococcus phage CHPC964,2351
Lactococcus phage CHPC965,2352
Lactococcus phage CaseusJM1,2353
Lactococcus phage LP0209,2354
Lactococcus phage LP0903,2355
Lactococcus phage LP1502a,2356
Lactococcus phage LP8511,2357
Lactococcus phage LP9207,2358
Lactococcus phage LP9404,2359
Escherichia phage WG01,236
Lactococcus phage LP9609,2360
Lactococcus phage LP9903,2361
Lactococcus phage LP9908,2362
Lactococcus phage MP1,2363
Lactococcus phage MV10L,2364
Lactococcus phage P1532,2365
Lactococcus phage P4565,2366
Lactococcus phage P656,2367
Lactococcus phage P680,2368
Lactococcus phage R31,2369
Escherichia phage e11/2,237
Lactococcus phage fd13,2370
Lactococcus phage i0139,2371
Lactococcus phage jm2,2372
Lactococcus phage jm3,2373
Lactococcus phage phi145,2374
Lactococcus phage phi15,2375
Lactococcus phage phi7,2376
Lactococcus phage vB_Llc_bIBB5g1,2377
Lactococcus phage vB_Llc_bIBBF12,2378
Lactococcus phage 50101,2379
Escherichia phage slur02,238
Lactococcus phage 28201,2380
Lactococcus phage Q54,2381
Streptococcus phage SM1,2382
Lactococcus phage P087,2383
Lactococcus phage AM6,2384
Lactococcus phage P596,2385
Lactococcus phage GE1,2386
Lactococcus phage D4412,2387
Lactococcus phage D4410,2388
Lactococcus phage M5938,2389
Escherichia phage slur04,239
Lactococcus phage M6162,2390
Lactococcus phage M6165,2391
Leptospira phage LE4,2392
Leptospira phage LE3,2393
Leuconostoc phage Lmd1,2394
Leuconostoc phage 1-A4,2395
Leuconostoc phage Ln-8,2396
Leuconostoc phage Ln-9,2397
Leuconostoc phage P793,2398
Leuconostoc phage phiLN03,2399
Rhodobacter phage RcTitan,24
Escherichia phage slur07,240
Leuconostoc phage phiLN04,2400
Leuconostoc phage phiLN12,2401
Leuconostoc phage phiLN25,2402
Leuconostoc phage phiLN34,2403
Leuconostoc phage phiLN6B,2404
Leuconostoc phage phiLNTR2,2405
Leuconostoc phage phiLNTR3,2406
Liberibacter phage SC2,2407
Liberibacter phage SC1,2408
Listeria phage A006,2409
Escherichia phage slur14,241
Microbacterium phage Alex44,2410
Microbacterium phage Akoni,2411
Microbacterium phage Araxxi,2412
Microbacterium phage Arete,2413
Microbacterium phage Burro,2414
Microbacterium phage Phedro,2415
Microbacterium phage TinyTimothy,2416
